data;

set V := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86;

set A := 1 2
         1 44
set Last[206] := 34 77;
set Last[207] := 40 83;
set Last[208] := 27 70;
set Last[209] := 33 76;
set Last[210] := 34 77;
set Last[211] := 40 83;
set Last[212] := 23 66;
set Last[213] := 27 70;
set Last[214] := 33 76;
set Last[215] := 34 77;
set Last[216] := 40 83;
set Last[217] := 23 66;
set Last[218] := 27 70;
set Last[219] := 33 76;
set Last[220] := 34 77;
set Last[221] := 40 83;
set Last[222] := 1 44;
set Last[223] := 2 45;
set Last[224] := 4 47;
set Last[225] := 5 48;
set Last[226] := 6 49;
set Last[227] := 7 50;
set Last[228] := 8 51;
set Last[229] := 9 52;
set Last[230] := 10 53;
set Last[231] := 11 54;
set Last[232] := 12 55;
set Last[233] := 13 56;
set Last[234] := 14 57;
set Last[235] := 15 58;
set Last[236] := 16 59;
set Last[237] := 17 60;
set Last[238] := 18 61;
set Last[239] := 19 62;
set Last[240] := 20 63;
set Last[241] := 21 64;
set Last[242] := 22 65;
set Last[243] := 23 66;
set Last[244] := 25 68;
set Last[245] := 26 69;
set Last[246] := 27 70;
set Last[247] := 28 71;
set Last[248] := 29 72;
set Last[249] := 30 73;
set Last[250] := 31 74;
set Last[251] := 32 75;
set Last[252] := 34 77;
set Last[253] := 35 78;
set Last[254] := 36 79;
set Last[255] := 37 80;
set Last[256] := 38 81;
set Last[257] := 39 82;
set Last[258] := 40 83;
set Last[259] := 41 84;
set Last[260] := 42 85;
set Last[261] := 43 86;
set Last[262] := 1 44;
set Last[263] := 2 45;
set Last[264] := 4 47;
set Last[265] := 7 50;
set Last[266] := 8 51;
set Last[267] := 9 52;
set Last[268] := 10 53;
set Last[269] := 11 54;
set Last[270] := 12 55;
set Last[271] := 13 56;
set Last[272] := 14 57;
set Last[273] := 16 59;
set Last[274] := 17 60;
set Last[275] := 18 61;
set Last[276] := 19 62;
set Last[277] := 20 63;
set Last[278] := 21 64;
set Last[279] := 22 65;
set Last[280] := 23 66;
set Last[281] := 25 68;
set Last[282] := 26 69;
set Last[283] := 27 70;
set Last[284] := 29 72;
set Last[285] := 31 74;
set Last[286] := 32 75;
set Last[287] := 33 76;
set Last[288] := 35 78;
set Last[289] := 37 80;
set Last[290] := 38 81;
set Last[291] := 39 82;
set Last[292] := 40 83;
set Last[293] := 41 84;
set Last[294] := 42 85;
set Last[295] := 43 86;
set Last[296] := 23 66;
set Last[297] := 27 70;
set Last[298] := 33 76;
set Last[299] := 34 77;
set Last[300] := 40 83;
set Last[301] := 27 70;
set Last[302] := 33 76;
set Last[303] := 34 77;
set Last[304] := 20 63;
set Last[305] := 23 66;
set Last[306] := 27 70;
set Last[307] := 33 76;
set Last[308] := 34 77;
set Last[309] := 38 81;
set Last[310] := 40 83;
set Last[311] := 27 70;
set Last[312] := 23 66;
set Last[313] := 27 70;
set Last[314] := 33 76;
set Last[315] := 34 77;
set Last[316] := 38 81;
set Last[317] := 40 83;
set Last[318] := 2 45;
set Last[319] := 4 47;
set Last[320] := 7 50;
set Last[321] := 8 51;
set Last[322] := 9 52;
set Last[323] := 10 53;
set Last[324] := 11 54;
set Last[325] := 12 55;
set Last[326] := 13 56;
set Last[327] := 14 57;
set Last[328] := 16 59;
set Last[329] := 17 60;
set Last[330] := 18 61;
set Last[331] := 19 62;
set Last[332] := 20 63;
set Last[333] := 21 64;
set Last[334] := 22 65;
set Last[335] := 23 66;
set Last[336] := 25 68;
set Last[337] := 26 69;
set Last[338] := 27 70;
set Last[339] := 29 72;
set Last[340] := 31 74;
set Last[341] := 32 75;
set Last[342] := 33 76;
set Last[343] := 34 77;
set Last[344] := 35 78;
set Last[345] := 37 80;
set Last[346] := 38 81;
set Last[347] := 39 82;
set Last[348] := 41 84;
set Last[349] := 42 85;
set Last[350] := 43 86;
set Last[351] := 23 66;
set Last[352] := 27 70;
set Last[353] := 33 76;
set Last[354] := 34 77;
set Last[355] := 40 83;
set Last[356] := 23 66;
set Last[357] := 27 70;
set Last[358] := 33 76;
set Last[359] := 34 77;
set Last[360] := 40 83;
set Last[361] := 27 70;
set Last[362] := 33 76;

param q := 5;

end;
